Customer_ID,totmou,totrev,creditcd,eqpdays
1092465,6891.0,788.79,Y,195
1046737,2003.0,412.59,Y,422
1014851,11530.0,1512.02,Y,485
1031847,3729.0,453.58,Y,674
1066176,3074.0,400.88,Y,347
1013848,3374.0,605.95,Y,381
1048412,2151.0,237.19,Y,467
1032670,3821.0,413.2,Y,626
1093283,248.0,247.21,N,181
1070717,15891.0,1196.66,N,315
1079158,3434.0,625.69,Y,381
1003232,2776.0,1169.22,Y,1143
1060145,667.0,327.19,Y,320
1032357,4785.0,938.97,N,734
1096664,6744.0,423.9,Y,206
1062317,7035.0,522.3,Y,369
1038529,3172.0,707.8,Y,672
1096225,3484.0,481.89,N,53
1050598,5885.0,1429.25,Y,122
1030959,5462.0,887.99,Y,77
1022524,36235.0,2335.86,Y,158
1011372,9217.0,1283.2,Y,410
1069506,10500.0,907.54,Y,369
1094311,11050.0,1249.66,Y,83
1081310,5076.0,629.63,Y,351
1094457,10049.0,694.78,N,267
1015791,1963.0,899.67,Y,795
1024738,10035.0,1687.69,N,617
1026473,12153.0,1648.77,N,170
1073837,5026.0,407.3,Y,234
1017858,20283.0,2043.76,Y,764
1022005,18945.0,3985.54,Y,762
1086240,18737.0,1540.15,Y,202
1012821,1641.0,1006.58,Y,314
1079872,6545.0,640.83,N,212
1010930,7976.0,1794.1,Y,616
1074960,1313.0,387.97,N,292
1094079,3485.0,444.24,N,213
1023773,35467.0,3662.76,Y,1
1048568,5654.0,898.51,Y,465
1091855,6663.0,1022.97,Y,37
1037594,3073.0,1267.17,N,575
1080984,9916.0,485.5,Y,375
1099068,6504.0,711.21,Y,722
1075111,1308.0,545.73,N,398
1072906,1191.0,189.0,Y,348
1078080,486.0,322.67,N,79
1062778,9510.0,936.36,Y,53
1056503,10800.0,667.15,Y,401
1082505,6127.0,571.65,Y,202
1017309,5756.0,1436.46,N,603
1021997,24331.0,2539.91,Y,762
1037902,18682.0,1973.14,N,204
1028889,14115.0,1522.01,Y,278
1030359,4939.0,713.95,Y,633
1054646,4282.0,329.36,Y,460
1060079,2692.0,319.53,Y,382
1025097,30300.0,4865.77,Y,44
1085823,8935.0,477.81,N,251
1015112,1906.0,732.91,N,691
1012515,17548.0,1750.26,Y,474
1045314,9921.0,1049.22,N,435
1000903,21662.06333,3456.34,Y,63
1012241,5294.0,1591.82,N,917
1024487,17465.0,2160.12,Y,538
1083069,7290.0,621.32,N,106
1066766,6600.0,827.32,Y,343
1044054,5601.0,631.11,Y,509
1006476,3816.0,1511.25,Y,116
1092678,3755.0,545.27,N,42
1075943,9822.0,1860.67,Y,22
1014794,6318.0,994.95,N,752
1025302,6689.0,752.02,N,718
1091949,2068.0,377.97,N,197
1087508,1478.0,709.51,Y,242
1079852,4766.0,803.71,Y,62
1054421,471.0,506.31,Y,416
1053287,16654.0,1342.65,N,78
1053588,4416.0,677.88,N,14
1014627,3702.0,1028.94,Y,167
1007701,17700.0,2308.2,N,152
1010456,4594.0,1515.21,Y,223
1077326,3839.0,349.64,Y,120
1029605,28845.0,3057.35,Y,245
1030996,8799.0,1237.93,Y,295
1089996,6162.0,907.99,Y,204
1023158,3589.0,743.59,Y,638
1098927,6813.0,973.23,N,150
1095085,1658.0,379.58,N,23
1056041,3424.0,688.33,Y,404
1038109,2005.0,761.39,Y,676
1010414,17015.0,3121.05,Y,967
1071870,4287.0,785.09,Y,308
1012135,2760.0,821.07,Y,580
1053916,2413.0,235.18,Y,43
1009448,26921.0,5710.44,Y,885
1010578,6330.0,961.2,Y,917
1072472,3774.0,824.27,Y,350
1009449,5282.0,1596.72,Y,993
1050168,4594.0,631.3,Y,350
1016538,333.0,956.32,Y,889
1081596,3771.0,463.11,Y,313
1036217,8377.0,929.64,N,527
1082626,4249.0,518.97,N,371
1003837,13825.0,2126.58,Y,372
1045741,2658.0,400.19,Y,599
1048711,4280.0,558.96,Y,464
1076231,493.0,691.98,N,332
1000379,44925.17,5364.54,N,104
1090512,10531.0,806.16,N,60
1044264,3034.0,526.9,Y,507
1026036,5666.0,1087.32,N,664
1014229,2166.0,900.41,Y,823
1093747,310.0,436.8,N,219
1053786,6038.0,731.82,Y,359
1049840,4562.0,1096.6,Y,455
1068394,2892.0,392.11,N,377
1071312,571.0,340.53,Y,311
1055051,2004.0,440.17,Y,411
1033385,2761.0,624.09,Y,559
1025051,16439.0,1395.64,Y,613
1060270,10760.0,858.85,Y,488
1003955,13273.0,2420.41,Y,424
1042302,2049.0,255.38,,464
1054046,5782.0,1476.73,Y,20
1001606,1679.0,1151.25,Y,1290
1061434,6082.0,796.06,Y,374
1043011,5887.0,751.68,N,224
1002595,2988.0,1375.67,Y,1256
1013225,4404.0,908.73,Y,647
1020845,940.0,404.03,Y,669
1015880,11474.0,1399.92,N,169
1057995,10537.0,986.52,N,330
1096975,6040.0,440.24,N,197
1074650,265.0,273.45,Y,231
1072489,1193.0,394.1,N,350
1098519,618.0,658.05,Y,563
1041198,2301.0,508.2,Y,536
1026779,11554.0,1634.77,Y,703
1041645,3651.0,699.34,Y,406
1009364,7252.0,1825.51,Y,887
1077138,1511.0,215.31,Y,220
1054679,2290.0,286.49,Y,125
1099202,2701.0,839.48,Y,944
1086690,8483.0,772.8,Y,354
1087989,12233.0,941.13,Y,282
1079668,9637.0,435.5,N,318
1022457,18376.0,1659.95,Y,262
1007042,2199.0,1182.47,Y,226
1077704,1761.0,451.61,Y,280
1037741,1507.0,646.8,N,620
1051639,11034.0,1236.6,Y,378
1075476,3330.0,1204.84,Y,396
1079165,5500.0,733.13,Y,320
1052022,6983.0,805.14,Y,128
1051487,5991.0,812.52,N,186
1075134,2762.0,317.26,Y,291
1070823,557.0,456.52,Y,18
1063965,5773.0,735.8,N,405
1049471,6534.0,1061.64,Y,181
1097255,11530.0,465.66,Y,191
1043366,2409.0,708.78,Y,562
1047976,3875.0,1187.32,Y,409
1084598,7662.0,539.0,N,305
1051672,7108.0,1181.45,Y,374
1022715,1231.0,727.73,N,694
1008854,4142.0,1456.88,N,1009
1067246,9151.0,1010.67,N,385
1089967,1217.0,500.38,Y,262
1070075,22700.0,2986.97,N,218
1047303,4405.0,760.5,Y,478
1022597,5394.0,970.48,Y,708
1025944,7214.0,1349.9,Y,711
1071682,9479.0,657.71,Y,309
1085718,3094.0,682.38,Y,359
1061075,4182.0,392.7,Y,314
1097751,718.0,237.11,Y,1638
1004897,6272.0,1980.21,Y,143
1007410,8359.0,1497.46,Y,560
1066793,9982.0,1306.55,N,21
1063201,5826.0,556.05,N,410
1056475,11589.0,1467.07,Y,93
1002860,685.0,199.21,N,1245
1029035,5865.0,1013.83,Y,388
1025076,30255.0,3227.93,Y,260
1082695,1508.0,379.67,N,264
1064002,9712.0,1322.57,N,113
1082331,3417.0,514.78,Y,203
1056900,1967.0,587.63,Y,129
1096428,6689.0,467.71,N,213
1038933,6512.0,1205.44,Y,606
1025383,36468.0,2743.76,Y,139
1032186,421.0,596.63,Y,673
1060813,20804.0,1539.67,Y,227
1094144,10594.0,1127.89,Y,273
1018991,5290.0,1140.16,Y,798
1014069,5131.0,1270.98,N,569
1004136,5240.0,1548.43,Y,1150
1073931,4417.0,566.8,N,5
1038322,1835.0,460.51,Y,99
1076630,5495.0,601.79,N,14
1007764,3851.0,963.09,Y,339
1072982,5821.0,763.33,N,302
1024471,2309.0,985.63,N,682
1045645,2756.0,938.13,Y,410
1040634,3301.0,543.71,Y,480
1038824,1009.0,739.1,N,553
1004792,3153.0,1108.69,Y,1002
1091817,7162.0,825.79,Y,199
1020092,5999.0,1416.12,Y,60
1020831,2561.0,933.71,Y,777
1064118,1452.0,435.25,Y,44
1013353,5542.0,923.04,Y,782
1041851,5705.0,651.13,Y,530
1044945,20802.0,1732.34,Y,608
1086488,2150.0,429.54,Y,302
1052594,5018.0,933.17,Y,475
1042892,3239.0,683.42,Y,96
1004108,7136.0,1239.48,Y,448
1094615,3313.0,519.49,N,202
1055256,9876.0,1026.72,N,106
1033521,2450.0,650.68,Y,495
1001383,22832.04,3753.96,N,591
1018467,7069.0,1022.83,Y,864
1074816,6442.0,364.92,Y,338
1098859,408.0,725.88,Y,940
1014587,16794.0,2217.31,Y,567
1045090,6980.0,1172.17,Y,499
1096797,3306.0,404.81,N,44
1076102,8289.0,649.07,N,69
1062119,1090.0,536.28,Y,245
1057952,7663.0,683.07,N,170
1003099,13900.0,1478.08,Y,258
1039267,7413.0,1001.26,Y,555
1000158,28202.0,3067.2,Y,740
1008139,15035.0,3480.41,Y,669
1095486,3109.0,496.7,Y,245
1035805,3235.0,703.38,Y,594
1082224,2872.0,404.82,Y,203
1021308,10700.0,1779.74,N,543
1017077,6900.0,938.05,Y,134
1024731,4138.0,857.59,Y,165
1074563,752.0,552.43,Y,11
1058361,9216.0,1173.06,N,328
1038517,13381.0,1286.72,N,226
1033111,6247.0,582.66,N,77
1095796,876.0,352.99,Y,231
1030682,788.0,640.46,Y,632
1026604,1284.0,587.33,Y,449
1072824,4655.0,775.71,Y,409
1048209,17.0,487.5,Y,212
1090284,4267.0,408.8,N,213
1051618,12543.0,814.92,N,440
1064303,11240.0,1601.77,Y,464
1080687,934.0,635.28,Y,25
1014891,4977.0,1258.96,Y,207
1084134,1716.0,190.08,Y,306
1041816,8912.0,897.43,Y,638
1086597,5530.0,525.31,N,185
1041700,5710.0,614.59,N,578
1049154,7963.0,1197.28,Y,314
1061297,1250.0,323.46,Y,313
1090811,4928.0,697.87,N,315
1044630,2836.0,560.75,N,504
1003505,9553.0,1783.3,Y,590
1052007,309.0,318.91,N,375
1073505,7788.0,730.0,Y,194
1008338,31087.0,1546.23,N,737
1022271,3738.0,695.07,Y,119
1077392,12225.0,687.68,Y,281
1088149,11970.0,1014.08,Y,44
1081735,5996.0,706.87,Y,313
1031994,5176.0,641.28,Y,566
1055586,686.0,814.87,N,408
1072313,851.0,187.9,N,243
1045262,1850.0,247.12,Y,364
1073027,3288.0,665.62,Y,409
1043733,13359.0,1038.92,N,90
1062550,3317.0,594.76,Y,367
1056404,6951.0,534.77,Y,72
1089330,11426.0,1783.29,,250
1019738,2356.0,1199.93,Y,218
1063494,7980.0,668.6,Y,300
1017993,3139.0,1098.66,,351
1096005,3219.0,635.74,Y,229
1038938,1222.0,599.9,Y,560
1011521,3563.0,885.75,Y,828
1082092,2095.0,511.49,Y,311
1012866,14562.0,2240.72,Y,728
1087664,7842.0,559.12,Y,287
1012450,48083.0,4041.23,N,80
1038977,2981.0,2150.46,N,605
1043460,9544.0,1245.35,N,622
1025861,1076.0,697.59,Y,604
1031812,782.0,345.79,Y,10
1090662,3116.0,541.08,Y,49
1059339,4062.0,580.4,N,211
1031780,4978.0,700.81,Y,316
1012610,4065.0,847.93,Y,800
1022351,2562.0,735.46,N,649
1062023,230.0,406.97,Y,371
1065106,10190.0,767.14,N,53
1035331,13784.0,2167.41,N,92
1050866,1357.0,609.97,N,553
1007829,6550.0,605.22,Y,248
1090722,7750.0,586.06,Y,255
1030127,2865.0,680.61,Y,663
1057914,2651.0,637.24,N,329
1023307,3516.0,1102.26,N,118
1023005,6329.0,891.45,Y,740
1055140,6090.0,1050.26,Y,93
1024969,3611.0,671.93,Y,676
1052013,1882.0,436.32,Y,331
1043147,3755.0,721.07,Y,518
1004983,15082.0,1744.97,Y,724
1027467,21025.0,2168.72,N,237
1026641,1090.0,369.03,Y,318
1081054,1928.0,468.15,Y,374
1039309,22790.0,1193.19,Y,9
1062019,32.0,207.87,Y,43
1027829,9974.0,1321.1,Y,3
1056047,5552.0,1140.63,Y,342
1083133,4459.0,516.19,N,263
1034336,4308.0,946.66,N,550
1028794,4239.0,809.0,Y,747
1048627,20463.0,3204.41,Y,166
1078528,5684.0,866.7,Y,322
1030445,2169.0,579.79,Y,571
1067666,1415.0,529.19,N,336
1002267,148.0,599.47,Y,1300
1015362,3900.0,1165.46,Y,803
1035184,952.0,524.37,N,231
1099288,4218.0,864.71,N,664
1019664,15000.0,1897.66,Y,853
1017645,2928.0,862.32,Y,44
1054250,8814.0,642.16,Y,355
1081097,7420.0,815.57,Y,262
1064440,793.0,407.66,Y,357
1039524,5026.0,840.97,N,491
1083184,5177.0,331.17,Y,308
1050704,2105.0,534.99,N,329
1021614,19713.0,1392.03,Y,767
1054126,2343.0,472.19,Y,418
1018625,2017.0,682.84,Y,693
1084626,4480.0,498.19,Y,366
1042551,1821.0,524.96,Y,435
1073265,1448.0,550.43,Y,300
1020928,3828.0,985.97,Y,836
1026642,5977.0,1179.51,N,704
1044885,3062.0,855.65,Y,426
1069008,2972.0,352.24,Y,327
1019083,2293.0,897.86,N,858
1044373,11034.0,1688.74,N,156
1032551,5130.0,1250.92,Y,666
1094496,2722.0,429.53,Y,266
1055513,20237.0,1879.89,N,234
1008416,29414.0,4803.98,N,118
1073930,6484.0,877.77,Y,186
1022569,7783.0,1067.31,N,646
1090898,3045.0,464.43,N,254
1071560,8455.0,775.7,N,417
1009051,7598.0,1759.62,N,194
1081525,2800.0,526.62,Y,374
1022794,903.0,456.03,Y,704
1040153,9291.0,1400.08,N,29
1080110,363.0,90.42,Y,271
1078335,5426.0,801.25,N,323
1067490,493.0,141.82,Y,275
1021333,790.0,863.65,Y,832
1002097,28408.0,3432.16,Y,680
1078263,3876.0,233.65,Y,323
1020771,14361.0,1802.28,N,94
1089403,3781.0,431.98,Y,328
1015165,4133.0,2140.59,Y,914
1054295,2552.0,454.62,Y,355
1045026,24122.0,1975.74,N,146
1049190,13129.0,1398.59,N,132
1011997,10787.0,1135.8,Y,141
1084910,1484.0,318.06,N,256
1046346,9982.0,1229.06,N,71
1096175,1214.0,317.61,Y,222
1079449,2420.0,463.46,Y,319
1045244,1606.0,340.42,Y,605
1085258,5605.0,255.85,N,193
1017936,13917.0,1597.19,Y,389
1043271,6153.0,1101.65,Y,517
1096205,8209.0,1048.34,N,221
1018524,12727.0,1412.07,Y,694
1013330,14036.0,2411.64,Y,605
1093751,2339.0,321.96,Y,219
1012085,19092.0,2117.61,N,269
1085902,7356.0,820.18,,297
1029031,9326.0,715.5,Y,685
1096805,5655.0,685.83,Y,201
1078796,3948.0,561.33,N,213
1044967,279.0,437.57,Y,546
1052265,8791.0,1228.78,N,481
1073977,4653.0,651.92,N,342
1012083,8696.0,1033.54,Y,848
1033593,9040.0,1010.66,Y,665
1028331,10336.0,1341.93,Y,685
1097704,17811.0,2256.23,N,934
1026228,11757.0,1450.43,Y,19
1084399,6640.0,283.58,N,366
1072062,10025.0,460.77,N,353
1018480,3114.0,726.75,N,756
1022184,6104.0,1176.65,N,713
1078784,2923.0,406.12,N,321
1095472,373.0,320.29,Y,245
1008505,16403.0,3004.71,Y,684
1029572,6510.0,919.55,N,682
1096650,17345.0,990.75,N,206
1042693,4030.0,878.12,N,460
1047004,757.0,484.6,Y,419
1081108,9412.0,508.36,Y,206
1097241,2390.0,344.09,N,191
1031357,14004.0,918.69,Y,363
1061631,1454.0,354.74,Y,373
1003954,7107.0,1792.76,,1050
1029040,695.0,754.99,Y,684
1071842,14856.0,1407.77,Y,355
1031985,2997.0,409.38,Y,566
1076467,2570.0,452.97,N,127
1054830,3544.0,371.13,Y,351
1017761,12110.0,1625.23,N,812
1025183,10609.0,1364.39,N,314
1083156,16178.0,688.66,Y,370
1000800,11058.05,3325.02,Y,328
1005466,434.0,553.0,Y,975
1070384,2383.0,336.46,N,317
1057992,12059.0,1591.15,Y,499
1052472,4274.0,944.21,Y,371
1040417,2841.0,631.88,Y,544
1070851,7685.0,648.26,Y,361
1093223,350.0,270.37,N,86
1080278,1507.0,219.35,Y,208
1096936,3805.0,373.46,N,198
1067983,967.0,607.27,Y,257
1071921,2055.0,347.35,Y,308
1028079,6700.0,641.86,Y,583
1014317,3780.0,1301.82,Y,822
1025229,6772.0,1134.17,Y,780
1040869,15146.0,1694.08,N,366
1097719,6691.0,1299.59,Y,111
1066357,28446.0,1909.16,Y,278
1079679,3081.0,781.04,Y,272
1034370,7730.0,1052.35,N,425
1063877,2391.0,423.38,Y,48
1040319,8133.0,1208.18,N,483
1000364,112342.6833,6723.69,Y,182
1014566,3480.0,948.38,Y,819
1096813,892.0,309.22,Y,201
1058866,3632.0,374.68,Y,326
1057397,13477.0,1058.66,N,298
1020346,4306.0,872.48,N,144
1099419,8013.0,1196.55,Y,323
1057235,12585.0,1639.48,N,49
1042425,16647.0,1044.25,Y,327
1092166,4311.0,338.62,Y,194
1085745,1907.0,308.2,N,190
1027715,6051.0,852.91,Y,585
1025935,2889.0,629.73,Y,603
1010594,25302.0,2958.19,Y,391
1038344,8266.0,2450.0,N,505
1026070,4536.0,760.84,Y,405
1069489,2119.0,311.95,Y,323
1028927,6409.0,652.15,Y,639
1084867,2378.0,512.36,N,240
1058497,1319.0,303.62,Y,327
1053711,21425.0,1459.51,Y,10
1013168,5998.0,1223.52,Y,704
1021721,8385.0,1199.54,Y,658
1070062,515.0,478.85,Y,426
1049853,3007.0,600.27,Y,89
1008918,4464.0,727.06,Y,649
1053356,5699.0,674.92,Y,471
1057949,11403.0,1024.98,N,135
1023045,11570.0,1555.42,Y,174
1023223,4311.0,958.24,Y,112
1041354,5055.0,643.04,Y,581
1016878,7025.0,1552.68,N,438
1003541,2004.0,849.03,Y,1135
1037947,11772.0,1160.47,Y,227
1017480,1847.0,882.18,Y,337
1095788,3211.0,316.53,N,236
1066522,15132.0,1324.3,N,282
1096894,9727.0,567.8,N,4
1058126,462.0,527.16,N,54
1011970,2635.0,1045.89,Y,213
1014770,5050.0,844.25,Y,861
1039207,4420.0,801.63,Y,602
1059003,5163.0,518.62,N,433
1092015,5364.0,511.8,,243
1029496,3625.0,752.09,Y,219
1004889,14669.0,1920.38,Y,667
1006770,6718.0,1055.16,Y,462
1026389,7347.0,1228.43,Y,660
1058260,249.0,243.49,Y,498
1097609,545.0,298.93,N,181
1004401,2630.0,899.74,Y,323
1076535,4911.0,538.88,N,331
1068379,4641.0,768.57,N,438
1070317,1443.0,291.49,Y,364
1000182,41620.65667,4987.4,Y,395
1053160,10850.0,1429.55,Y,472
1056256,4337.0,718.6,Y,403
1040880,10399.0,1369.81,N,586
1062973,7888.0,1052.59,Y,292
1045415,1913.0,1124.77,Y,603
1082948,12521.0,1257.95,Y,309
1033464,3762.0,645.05,Y,188
1014231,19755.0,2064.93,Y,90
1044990,3425.0,741.22,Y,500
1068699,5115.0,1049.66,N,100
1075357,1637.0,282.2,N,397
1068286,7410.0,1054.12,Y,220
1040614,5264.0,719.32,Y,66
1007947,6442.0,1247.87,Y,924
1040349,12089.0,1176.17,Y,545
1016493,32421.0,3969.67,Y,5
1005582,839.0,640.08,Y,1078
1009667,1052.0,670.69,Y,882
1082353,5576.0,1038.35,Y,72
1068795,4106.0,753.18,N,407
1046917,19962.0,1546.42,Y,186
1093889,3173.0,410.25,Y,46
1066450,8677.0,1095.78,Y,452
1030016,5936.0,1158.98,Y,33
1002253,29634.0,1802.72,Y,272
1033412,17684.0,1490.56,Y,252
1030379,5545.0,891.6,Y,571
1065807,5674.0,758.47,Y,456
1089092,809.0,160.82,Y,225
1076443,11038.0,541.39,N,286
1037467,8460.0,1081.46,Y,684
1041717,11368.0,1399.14,Y,469
1073501,3021.0,353.27,Y,13
1051120,4660.0,1144.96,N,233
1004977,3754.0,1669.04,Y,535
1068116,1124.0,131.08,Y,379
1064832,2481.0,401.81,Y,355
1035991,5867.0,1143.42,Y,166
1060075,2462.0,452.55,Y,428
1001393,1514.0,1088.46,Y,1411
1031712,3649.0,273.68,Y,12
1098967,15287.0,1607.21,N,48
1032262,2948.0,468.8,Y,565
1077572,2807.0,699.67,Y,281
1056875,471.0,266.66,Y,444
1048312,1911.0,651.37,Y,575
1018618,1047.0,746.92,Y,801
1000629,21636.0,1857.92,N,168
1059094,16744.0,1233.6,N,494
1063903,3327.0,554.66,Y,405
1038746,22019.0,1977.56,Y,370
1003929,18315.0,1942.08,Y,1031
1017063,9527.0,1338.21,N,204
1093778,1343.0,303.59,N,219
1084267,1299.0,394.12,N,198
1006912,3722.0,1283.53,Y,939
1068225,6016.0,172.75,Y,270
1037203,16026.0,2139.8,N,370
1067841,292.0,305.87,Y,272
1002389,34734.0,4944.48,Y,1174
1074532,1327.0,219.7,N,128
1049346,4622.0,762.76,Y,397
1018477,3333.0,828.21,Y,802
1039036,11166.0,1224.01,N,41
1049056,11395.0,795.36,N,507
1032259,4202.0,499.76,Y,24
1015412,1225.0,833.06,Y,740
1016409,6298.0,1539.3,Y,723
1024942,10289.0,1330.09,Y,245
1067164,2115.0,313.92,N,278
1057531,14739.0,1347.22,N,86
1032525,10652.0,567.2,Y,672
1061224,9276.0,950.91,N,376
1086463,2936.0,313.06,Y,248
1045411,2858.0,748.79,Y,434
1026909,5539.0,1702.4,Y,762
1040936,3587.0,728.7,Y,477
1047836,3041.0,538.4,N,258
1020575,10151.0,1344.0,Y,374
1072030,10565.0,906.76,Y,353
1056542,8880.0,1333.45,N,332
1034177,9123.0,1523.06,Y,613
1038276,17526.0,1358.12,Y,204
1073263,4416.0,781.76,Y,237
1073559,16331.0,480.65,Y,299
1068059,24188.0,3370.79,Y,124
1080375,5851.0,713.89,Y,145
1043498,3668.0,530.55,Y,453
1084162,2114.0,453.02,Y,367
1022047,2422.0,798.36,Y,653
1084795,7082.0,801.01,N,303
1093046,10040.0,467.08,N,291
1060375,28004.0,2631.17,Y,323
1021471,1733.0,1108.77,N,272
1052637,6081.0,588.97,Y,310
1096433,3278.0,373.85,Y,213
1042819,9278.0,1010.25,N,521
1099647,3297.0,774.22,Y,90
1000895,19354.28333,3044.67,N,685
1028569,16920.0,1686.97,N,687
1045975,2857.0,373.39,Y,429
1010807,14703.0,1502.26,N,956
1022327,13269.0,1586.28,Y,711
1029522,1725.0,569.71,Y,575
1033351,5080.0,1003.49,N,560
1093926,3516.0,387.17,N,216
1025968,2790.0,892.34,Y,711
1060895,1497.0,770.25,N,424
1012766,2033.0,961.9,Y,859
1016414,18044.0,1316.78,Y,300
1014674,39123.0,6120.84,Y,630
1099154,825.0,536.14,Y,885
1085906,2868.0,691.83,Y,297
1098211,5063.0,1229.61,Y,333
1040689,5635.0,1035.05,N,86
1036349,759.0,428.5,Y,633
1067094,5871.0,848.87,N,386
1092360,14031.0,806.72,Y,238
1067073,16092.0,1465.88,N,307
1024144,9830.0,1451.89,Y,185
1073015,3545.0,435.01,Y,240
1084770,8373.0,1234.35,,144
1071327,6028.0,891.88,Y,311
1002643,19597.0,2675.56,Y,133
1007817,1968.0,869.98,Y,1035
1014604,8152.0,1106.53,Y,526
1077783,3033.0,413.49,N,326
1037464,11308.0,1181.7,N,366
1014821,6329.0,776.96,Y,735
1000820,3900.0,2282.37,Y,197
1043632,5614.0,624.18,N,345
1015091,13557.0,1591.36,Y,452
1018510,391.0,377.02,Y,802
1050570,9514.0,1655.46,N,387
1084182,3047.0,217.05,N,198
1019104,10987.0,1277.09,Y,220
1014024,10290.0,1898.0,N,199
1003986,12586.0,1797.91,Y,699
1079827,3442.0,515.54,Y,210
1031135,4578.0,728.15,N,569
1008514,15241.0,1395.87,Y,148
1091281,8112.0,519.16,N,204
1031279,2779.0,968.53,Y,737
1039589,721.0,702.67,Y,598
1094918,15092.0,696.98,Y,32
1035336,10007.0,1219.59,Y,645
1020084,13468.0,1634.89,Y,742
1061260,7910.0,1013.84,N,314
1069002,9532.0,1098.13,Y,265
1005596,22432.0,2012.77,Y,969
1002958,14679.0,1981.17,Y,13
1028045,5165.0,948.5,Y,381
1088201,7937.0,741.73,N,5
1067484,3880.0,614.87,Y,337
1009899,1904.0,739.45,Y,875
1048833,3616.0,659.25,Y,401
1098337,3071.0,665.49,Y,300
1014647,501.0,872.94,N,863
1009046,8161.0,1598.79,Y,865
1085783,3349.0,217.0,Y,359
1065025,3346.0,628.52,N,292
1017067,23810.0,2528.4,N,15
1005038,10865.0,1951.57,Y,479
1004033,27744.0,3167.53,Y,124
1036669,3224.0,736.69,,522
1068659,5188.0,404.2,N,267
1026701,3681.0,631.08,Y,71
1043105,33.0,489.13,Y,564
1088596,260.0,310.14,Y,229
1002806,16422.0,2366.62,N,1122
1072516,3491.0,606.77,Y,304
1020231,3952.0,1622.63,Y,786
1075518,365.0,432.73,Y,289
1024879,3735.0,719.13,Y,210
1048646,11150.0,1185.13,N,63
1072904,6331.0,548.17,N,348
1056883,3503.0,482.87,N,398
1087194,4700.0,592.48,Y,63
1089167,10877.0,403.19,N,47
1097112,6155.0,838.65,Y,193
1043712,30065.0,2483.58,Y,232
1031711,3638.0,431.42,N,567
1037509,3762.0,508.23,Y,514
1003856,28130.0,2996.44,N,217
1040159,13131.0,1791.35,N,144
1076131,7683.0,531.82,N,225
1086649,1710.0,185.38,Y,185
1077274,5554.0,524.87,Y,282
1039031,7852.0,596.44,Y,179
1000784,22019.0,2921.84,Y,388
1077262,1180.0,368.19,N,36
1096638,4234.0,471.5,N,207
1056287,2349.0,238.49,Y,341
1043699,3231.0,586.77,Y,451
1047036,8033.0,1068.12,Y,419
1035180,12239.0,1559.14,N,103
1071459,2119.0,437.59,Y,248
1009264,8329.0,1456.91,N,328
1043876,20319.0,2353.4,Y,177
1050249,11220.0,1496.58,Y,388
1077939,3990.0,628.46,Y,217
1038785,1745.0,785.48,Y,669
1017359,14808.0,2336.63,Y,878
1047084,14913.0,992.79,Y,331
1026986,2089.0,795.18,,592
1019065,7986.0,1105.64,Y,136
1087643,8928.0,575.05,N,348
1077074,3283.0,369.13,Y,220
1089460,2457.0,521.07,N,328
1075615,1629.0,319.3,N,227
1013483,16790.0,2506.31,Y,150
1062833,5957.0,609.71,N,366
1060861,516.0,870.18,Y,424
1014421,7696.0,1094.95,Y,927
1037354,40459.0,5733.08,Y,266
1095350,1898.0,401.45,N,187
1056587,6371.0,769.88,N,447
1044914,4895.0,1234.73,N,608
1010731,1722.0,1060.85,Y,48
1089958,4897.0,730.66,N,216
1018939,7761.0,1123.84,Y,266
1030630,4955.0,679.89,N,571
1098237,483.0,378.21,Y,1135
1030639,974.0,361.84,Y,571
1041812,12671.0,1672.12,N,539
1061385,8322.0,735.15,N,175
1027256,6964.0,652.26,Y,526
1065472,5730.0,693.43,Y,351
1042910,6993.0,812.35,Y,458
1053722,242.0,412.86,Y,360
1062732,2386.0,641.2,Y,366
1034413,4587.0,1000.17,Y,611
1024975,2926.0,734.19,N,376
1076154,1781.0,426.91,Y,394
1036501,13195.0,2589.2,Y,165
1074561,1322.0,497.09,Y,83
1081648,13237.0,1240.15,N,374
1086251,4172.0,374.99,Y,249
1033652,6029.0,970.37,Y,48
1096417,10113.0,591.12,N,126
1065717,3681.0,523.85,Y,288
1095574,1386.0,245.56,N,183
1073444,3417.0,455.6,Y,345
1072494,8789.0,765.89,Y,271
1003506,15051.0,2016.48,Y,1181
1055535,3253.0,945.67,Y,125
1004838,19549.0,3154.7,Y,96
1066074,4034.0,629.49,Y,394
1021207,15268.0,1454.81,Y,246
1040268,6845.0,1515.41,Y,257
1034826,7391.0,1453.01,Y,713
1016921,13482.0,2209.67,Y,307
1091955,3112.0,380.77,Y,195
1059607,10964.0,1321.14,Y,234
1065980,25258.0,1412.59,Y,120
1033401,11646.0,2052.48,Y,64
1023114,12010.0,1174.99,Y,214
1072268,5949.0,1082.4,Y,324
1033814,12776.0,1620.02,N,724
1090789,13208.0,1418.09,N,129
1015461,5627.0,1472.58,Y,801
1048214,2524.0,501.73,Y,468
1054355,1066.0,479.66,N,354
1067232,5229.0,604.7,Y,277
1086501,1720.0,413.4,Y,186
1033425,9905.0,728.52,N,559
1017964,2761.0,1447.62,Y,870
1099191,3507.0,769.25,N,882
1049136,12215.0,1533.43,Y,134
1011465,6768.0,1083.49,Y,891
1063753,1710.0,477.85,Y,360
1091756,4905.0,191.49,Y,199
